t1,t2,t3,t4,t5,t6,t7,t8,t9,pre
36,29,29,36,36,29,29,36,36,36
29,29,36,36,29,29,36,36,36,36
29,36,36,29,29,36,36,36,36,36
36,36,29,29,36,36,36,36,36,36
36,29,29,36,36,36,36,36,36,29
29,29,36,36,36,36,36,36,29,29
29,36,36,36,36,36,36,29,29,36
36,36,36,36,36,36,29,29,36,36
36,36,36,36,36,29,29,36,36,36
36,36,36,36,29,29,36,36,36,36
36,36,36,29,29,36,36,36,36,29
36,36,29,29,36,36,36,36,29,29
36,29,29,36,36,36,36,29,29,29
29,29,36,36,36,36,29,29,29,29
29,36,36,36,36,29,29,29,29,37
36,36,36,36,29,29,29,29,37,37
36,36,36,29,29,29,29,37,37,36
36,36,29,29,29,29,37,37,36,36
36,29,29,29,29,37,37,36,36,29
29,29,29,29,37,37,36,36,29,29
29,29,29,37,37,36,36,29,29,36
29,29,37,37,36,36,29,29,36,36
29,37,37,36,36,29,29,36,36,29
37,37,36,36,29,29,36,36,29,29
37,36,36,29,29,36,36,29,29,29
36,36,29,29,36,36,29,29,29,29
36,29,29,36,36,29,29,29,29,29
29,29,36,36,29,29,29,29,29,29
29,36,36,29,29,29,29,29,29,29
36,36,29,29,29,29,29,29,29,29
36,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,30
29,29,29,29,29,29,29,29,30,30
29,29,29,29,29,29,29,30,30,29
29,29,29,29,29,29,30,30,29,29
29,29,29,29,29,30,30,29,29,30
29,29,29,29,30,30,29,29,30,30
29,29,29,30,30,29,29,30,30,29
29,29,30,30,29,29,30,30,29,29
29,30,30,29,29,30,30,29,29,29
30,30,29,29,30,30,29,29,29,29
30,29,29,30,30,29,29,29,29,29
29,29,30,30,29,29,29,29,29,29
29,30,30,29,29,29,29,29,29,30
30,30,29,29,29,29,29,29,30,30
30,29,29,29,29,29,29,30,30,30
29,29,29,29,29,29,30,30,30,30
29,29,29,29,29,30,30,30,30,29
29,29,29,29,30,30,30,30,29,29
29,29,29,30,30,30,30,29,29,30
29,29,30,30,30,30,29,29,30,30
29,30,30,30,30,29,29,30,30,37
30,30,30,30,29,29,30,30,37,37
30,30,30,29,29,30,30,37,37,30
30,30,29,29,30,30,37,37,30,30
30,29,29,30,30,37,37,30,30,37
29,29,30,30,37,37,30,30,37,37
29,30,30,37,37,30,30,37,37,29
30,30,37,37,30,30,37,37,29,29
30,37,37,30,30,37,37,29,29,29
37,37,30,30,37,37,29,29,29,29
37,30,30,37,37,29,29,29,29,37
30,30,37,37,29,29,29,29,37,37
30,37,37,29,29,29,29,37,37,29
37,37,29,29,29,29,37,37,29,29
37,29,29,29,29,37,37,29,29,29
29,29,29,29,37,37,29,29,29,29
29,29,29,37,37,29,29,29,29,37
29,29,37,37,29,29,29,29,37,37
29,37,37,29,29,29,29,37,37,29
37,37,29,29,29,29,37,37,29,29
37,29,29,29,29,37,37,29,29,29
29,29,29,29,37,37,29,29,29,29
29,29,29,37,37,29,29,29,29,29
29,29,37,37,29,29,29,29,29,29
29,37,37,29,29,29,29,29,29,37
37,37,29,29,29,29,29,29,37,37
37,29,29,29,29,29,29,37,37,29
29,29,29,29,29,29,37,37,29,29
29,29,29,29,29,37,37,29,29,37
29,29,29,29,37,37,29,29,37,37
29,29,29,37,37,29,29,37,37,29
29,29,37,37,29,29,37,37,29,29
29,37,37,29,29,37,37,29,29,30
37,37,29,29,37,37,29,29,30,30
37,29,29,37,37,29,29,30,30,37
29,29,37,37,29,29,30,30,37,37
29,37,37,29,29,30,30,37,37,29
37,37,29,29,30,30,37,37,29,29
37,29,29,30,30,37,37,29,29,29
29,29,30,30,37,37,29,29,29,29
29,30,30,37,37,29,29,29,29,37
30,30,37,37,29,29,29,29,37,37
30,37,37,29,29,29,29,37,37,29
37,37,29,29,29,29,37,37,29,29
37,29,29,29,29,37,37,29,29,37
29,29,29,29,37,37,29,29,37,37
29,29,29,37,37,29,29,37,37,29
29,29,37,37,29,29,37,37,29,29
29,37,37,29,29,37,37,29,29,30
37,37,29,29,37,37,29,29,30,30
37,29,29,37,37,29,29,30,30,29
29,29,37,37,29,29,30,30,29,29
29,37,37,29,29,30,30,29,29,29
37,37,29,29,30,30,29,29,29,29
37,29,29,30,30,29,29,29,29,29
29,29,30,30,29,29,29,29,29,29
29,30,30,29,29,29,29,29,29,29
30,30,29,29,29,29,29,29,29,29
30,29,29,29,29,29,29,29,29,37
29,29,29,29,29,29,29,29,37,37
29,29,29,29,29,29,29,37,37,29
29,29,29,29,29,29,37,37,29,29
29,29,29,29,29,37,37,29,29,30
29,29,29,29,37,37,29,29,30,30
29,29,29,37,37,29,29,30,30,29
29,29,37,37,29,29,30,30,29,29
29,37,37,29,29,30,30,29,29,38
37,37,29,29,30,30,29,29,38,38
37,29,29,30,30,29,29,38,38,30
29,29,30,30,29,29,38,38,30,30
29,30,30,29,29,38,38,30,30,29
30,30,29,29,38,38,30,30,29,29
30,29,29,38,38,30,30,29,29,30
29,29,38,38,30,30,29,29,30,30
29,38,38,30,30,29,29,30,30,30
38,38,30,30,29,29,30,30,30,30
38,30,30,29,29,30,30,30,30,29
30,30,29,29,30,30,30,30,29,29
30,29,29,30,30,30,30,29,29,37
29,29,30,30,30,30,29,29,37,37
29,30,30,30,30,29,29,37,37,30
30,30,30,30,29,29,37,37,30,30
30,30,30,29,29,37,37,30,30,29
30,30,29,29,37,37,30,30,29,29
30,29,29,37,37,30,30,29,29,37
29,29,37,37,30,30,29,29,37,37
29,37,37,30,30,29,29,37,37,30
37,37,30,30,29,29,37,37,30,30
37,30,30,29,29,37,37,30,30,29
30,30,29,29,37,37,30,30,29,29
30,29,29,37,37,30,30,29,29,36
29,29,37,37,30,30,29,29,36,36
29,37,37,30,30,29,29,36,36,37
37,37,30,30,29,29,36,36,37,37
37,30,30,29,29,36,36,37,37,29
30,30,29,29,36,36,37,37,29,29
30,29,29,36,36,37,37,29,29,38
29,29,36,36,37,37,29,29,38,38
29,36,36,37,37,29,29,38,38,37
36,36,37,37,29,29,38,38,37,37
36,37,37,29,29,38,38,37,37,29
37,37,29,29,38,38,37,37,29,29
37,29,29,38,38,37,37,29,29,37
29,29,38,38,37,37,29,29,37,37
29,38,38,37,37,29,29,37,37,29
38,38,37,37,29,29,37,37,29,29
38,37,37,29,29,37,37,29,29,37
37,37,29,29,37,37,29,29,37,37
37,29,29,37,37,29,29,37,37,29
29,29,37,37,29,29,37,37,29,29
29,37,37,29,29,37,37,29,29,36
37,37,29,29,37,37,29,29,36,36
37,29,29,37,37,29,29,36,36,29
29,29,37,37,29,29,36,36,29,29
29,37,37,29,29,36,36,29,29,29
37,37,29,29,36,36,29,29,29,29
37,29,29,36,36,29,29,29,29,36
29,29,36,36,29,29,29,29,36,36
29,36,36,29,29,29,29,36,36,29
36,36,29,29,29,29,36,36,29,29
36,29,29,29,29,36,36,29,29,29
29,29,29,29,36,36,29,29,29,29
29,29,29,36,36,29,29,29,29,36
29,29,36,36,29,29,29,29,36,36
29,36,36,29,29,29,29,36,36,29
36,36,29,29,29,29,36,36,29,29
36,29,29,29,29,36,36,29,29,36
29,29,29,29,36,36,29,29,36,36
29,29,29,36,36,29,29,36,36,29
29,29,36,36,29,29,36,36,29,29
29,36,36,29,29,36,36,29,29,29
36,36,29,29,36,36,29,29,29,29
36,29,29,36,36,29,29,29,29,29
29,29,36,36,29,29,29,29,29,29
29,36,36,29,29,29,29,29,29,37
36,36,29,29,29,29,29,29,37,37
36,29,29,29,29,29,29,37,37,37
29,29,29,29,29,29,37,37,37,37
29,29,29,29,29,37,37,37,37,37
29,29,29,29,37,37,37,37,37,37
29,29,29,37,37,37,37,37,37,29
29,29,37,37,37,37,37,37,29,29
29,37,37,37,37,37,37,29,29,37
37,37,37,37,37,37,29,29,37,37
37,37,37,37,37,29,29,37,37,29
37,37,37,37,29,29,37,37,29,29
37,37,37,29,29,37,37,29,29,37
37,37,29,29,37,37,29,29,37,37
37,29,29,37,37,29,29,37,37,36
29,29,37,37,29,29,37,37,36,36
29,37,37,29,29,37,37,36,36,29
37,37,29,29,37,37,36,36,29,29
37,29,29,37,37,36,36,29,29,37
29,29,37,37,36,36,29,29,37,37
29,37,37,36,36,29,29,37,37,29
37,37,36,36,29,29,37,37,29,29
37,36,36,29,29,37,37,29,29,38
36,36,29,29,37,37,29,29,38,38
36,29,29,37,37,29,29,38,38,29
29,29,37,37,29,29,38,38,29,37
29,37,37,29,29,38,38,29,37,29
37,37,29,29,38,38,29,37,29,37
37,29,29,38,38,29,37,29,37,29
29,29,38,38,29,37,29,37,29,37
29,38,38,29,37,29,37,29,37,29
38,38,29,37,29,37,29,37,29,37
38,29,37,29,37,29,37,29,37,38
29,37,29,37,29,37,29,37,38,38
37,29,37,29,37,29,37,38,38,29
29,37,29,37,29,37,38,38,29,29
37,29,37,29,37,38,38,29,29,29
29,37,29,37,38,38,29,29,29,29
37,29,37,38,38,29,29,29,29,37
29,37,38,38,29,29,29,29,37,37
37,38,38,29,29,29,29,37,37,29
38,38,29,29,29,29,37,37,29,29
38,29,29,29,29,37,37,29,29,37
29,29,29,29,37,37,29,29,37,29
29,29,29,37,37,29,29,37,29,29
29,29,37,37,29,29,37,29,29,37
29,37,37,29,29,37,29,29,37,29
37,37,29,29,37,29,29,37,29,29
37,29,29,37,29,29,37,29,29,37
29,29,37,29,29,37,29,29,37,29
29,37,29,29,37,29,29,37,29,37
37,29,29,37,29,29,37,29,37,29
29,29,37,29,29,37,29,37,29,37
29,37,29,29,37,29,37,29,37,29
37,29,29,37,29,37,29,37,29,37
29,29,37,29,37,29,37,29,37,29
29,37,29,37,29,37,29,37,29,38
37,29,37,29,37,29,37,29,38,29
29,37,29,37,29,37,29,38,29,38
37,29,37,29,37,29,38,29,38,29
29,37,29,37,29,38,29,38,29,29
37,29,37,29,38,29,38,29,29,29
29,37,29,38,29,38,29,29,29,37
37,29,38,29,38,29,29,29,37,37
29,38,29,38,29,29,29,37,37,38
38,29,38,29,29,29,37,37,38,38
29,38,29,29,29,37,37,38,38,37
38,29,29,29,37,37,38,38,37,29
29,29,29,37,37,38,38,37,29,37
29,29,37,37,38,38,37,29,37,29
29,37,37,38,38,37,29,37,29,37
37,37,38,38,37,29,37,29,37,37
37,38,38,37,29,37,29,37,37,29
38,38,37,29,37,29,37,37,29,29
38,37,29,37,29,37,37,29,29,29
37,29,37,29,37,37,29,29,29,29
29,37,29,37,37,29,29,29,29,29
37,29,37,37,29,29,29,29,29,29
29,37,37,29,29,29,29,29,29,29
37,37,29,29,29,29,29,29,29,29
37,29,29,29,29,29,29,29,29,37
29,29,29,29,29,29,29,29,37,37
29,29,29,29,29,29,29,37,37,37
29,29,29,29,29,29,37,37,37,37
29,29,29,29,29,37,37,37,37,29
29,29,29,29,37,37,37,37,29,29
29,29,29,37,37,37,37,29,29,37
29,29,37,37,37,37,29,29,37,37
29,37,37,37,37,29,29,37,37,29
37,37,37,37,29,29,37,37,29,29
37,37,37,29,29,37,37,29,29,37
37,37,29,29,37,37,29,29,37,37
37,29,29,37,37,29,29,37,37,37
29,29,37,37,29,29,37,37,37,37
29,37,37,29,29,37,37,37,37,29
37,37,29,29,37,37,37,37,29,29
37,29,29,37,37,37,37,29,29,38
29,29,37,37,37,37,29,29,38,38
29,37,37,37,37,29,29,38,38,37
37,37,37,37,29,29,38,38,37,37
37,37,37,29,29,38,38,37,37,29
37,37,29,29,38,38,37,37,29,29
37,29,29,38,38,37,37,29,29,37
29,29,38,38,37,37,29,29,37,37
29,38,38,37,37,29,29,37,37,29
38,38,37,37,29,29,37,37,29,29
38,37,37,29,29,37,37,29,29,38
37,37,29,29,37,37,29,29,38,38
37,29,29,37,37,29,29,38,38,29
29,29,37,37,29,29,38,38,29,29
29,37,37,29,29,38,38,29,29,29
37,37,29,29,38,38,29,29,29,29
37,29,29,38,38,29,29,29,29,29
29,29,38,38,29,29,29,29,29,29
29,38,38,29,29,29,29,29,29,37
38,38,29,29,29,29,29,29,37,37
38,29,29,29,29,29,29,37,37,29
29,29,29,29,29,29,37,37,29,29
29,29,29,29,29,37,37,29,29,29
29,29,29,29,37,37,29,29,29,29
29,29,29,37,37,29,29,29,29,37
29,29,37,37,29,29,29,29,37,37
29,37,37,29,29,29,29,37,37,29
37,37,29,29,29,29,37,37,29,29
37,29,29,29,29,37,37,29,29,37
29,29,29,29,37,37,29,29,37,37
29,29,29,37,37,29,29,37,37,29
29,29,37,37,29,29,37,37,29,29
29,37,37,29,29,37,37,29,29,37
37,37,29,29,37,37,29,29,37,37
37,29,29,37,37,29,29,37,37,37
29,29,37,37,29,29,37,37,37,37
29,37,37,29,29,37,37,37,37,37
37,37,29,29,37,37,37,37,37,37
37,29,29,37,37,37,37,37,37,29
29,29,37,37,37,37,37,37,29,29
29,37,37,37,37,37,37,29,29,36
37,37,37,37,37,37,29,29,36,36
37,37,37,37,37,29,29,36,36,29
37,37,37,37,29,29,36,36,29,29
37,37,37,29,29,36,36,29,29,29
37,37,29,29,36,36,29,29,29,29
37,29,29,36,36,29,29,29,29,29
29,29,36,36,29,29,29,29,29,29
29,36,36,29,29,29,29,29,29,29
36,36,29,29,29,29,29,29,29,29
36,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,37
29,29,29,29,29,29,29,29,37,37
29,29,29,29,29,29,29,37,37,29
29,29,29,29,29,29,37,37,29,29
29,29,29,29,29,37,37,29,29,29
29,29,29,29,37,37,29,29,29,29
29,29,29,37,37,29,29,29,29,37
29,29,37,37,29,29,29,29,37,37
29,37,37,29,29,29,29,37,37,37
37,37,29,29,29,29,37,37,37,37
37,29,29,29,29,37,37,37,37,29
29,29,29,29,37,37,37,37,29,29
29,29,29,37,37,37,37,29,29,29
29,29,37,37,37,37,29,29,29,29
29,37,37,37,37,29,29,29,29,29
37,37,37,37,29,29,29,29,29,29
37,37,37,29,29,29,29,29,29,37
37,37,29,29,29,29,29,29,37,37
37,29,29,29,29,29,29,37,37,29
29,29,29,29,29,29,37,37,29,29
29,29,29,29,29,37,37,29,29,29
29,29,29,29,37,37,29,29,29,29
29,29,29,37,37,29,29,29,29,29
29,29,37,37,29,29,29,29,29,29
29,37,37,29,29,29,29,29,29,29
37,37,29,29,29,29,29,29,29,29
37,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,37
29,29,29,29,29,29,29,29,37,37
29,29,29,29,29,29,29,37,37,36
29,29,29,29,29,29,37,37,36,36
29,29,29,29,29,37,37,36,36,37
29,29,29,29,37,37,36,36,37,37
29,29,29,37,37,36,36,37,37,29
29,29,37,37,36,36,37,37,29,29
29,37,37,36,36,37,37,29,29,29
37,37,36,36,37,37,29,29,29,29
37,36,36,37,37,29,29,29,29,37
36,36,37,37,29,29,29,29,37,37
36,37,37,29,29,29,29,37,37,37
37,37,29,29,29,29,37,37,37,37
37,29,29,29,29,37,37,37,37,29
29,29,29,29,37,37,37,37,29,29
29,29,29,37,37,37,37,29,29,29
29,29,37,37,37,37,29,29,29,29
29,37,37,37,37,29,29,29,29,29
37,37,37,37,29,29,29,29,29,29
37,37,37,29,29,29,29,29,29,37
37,37,29,29,29,29,29,29,37,37
37,29,29,29,29,29,29,37,37,30
29,29,29,29,29,29,37,37,30,30
29,29,29,29,29,37,37,30,30,38
29,29,29,29,37,37,30,30,38,38
29,29,29,37,37,30,30,38,38,29
29,29,37,37,30,30,38,38,29,29
29,37,37,30,30,38,38,29,29,31
37,37,30,30,38,38,29,29,31,31
37,30,30,38,38,29,29,31,31,37
30,30,38,38,29,29,31,31,37,37
30,38,38,29,29,31,31,37,37,29
38,38,29,29,31,31,37,37,29,29
38,29,29,31,31,37,37,29,29,29
29,29,31,31,37,37,29,29,29,29
29,31,31,37,37,29,29,29,29,38
31,31,37,37,29,29,29,29,38,38
31,37,37,29,29,29,29,38,38,29
37,37,29,29,29,29,38,38,29,29
37,29,29,29,29,38,38,29,29,29
29,29,29,29,38,38,29,29,29,29
29,29,29,38,38,29,29,29,29,37
29,29,38,38,29,29,29,29,37,37
29,38,38,29,29,29,29,37,37,29
38,38,29,29,29,29,37,37,29,29
38,29,29,29,29,37,37,29,29,38
29,29,29,29,37,37,29,29,38,38
29,29,29,37,37,29,29,38,38,29
29,29,37,37,29,29,38,38,29,29
29,37,37,29,29,38,38,29,29,29
37,37,29,29,38,38,29,29,29,29
37,29,29,38,38,29,29,29,29,29
29,29,38,38,29,29,29,29,29,29
29,38,38,29,29,29,29,29,29,29
38,38,29,29,29,29,29,29,29,29
38,29,29,29,29,29,29,29,29,37
29,29,29,29,29,29,29,29,37,37
29,29,29,29,29,29,29,37,37,29
29,29,29,29,29,29,37,37,29,29
29,29,29,29,29,37,37,29,29,37
29,29,29,29,37,37,29,29,37,37
29,29,29,37,37,29,29,37,37,29
29,29,37,37,29,29,37,37,29,29
29,37,37,29,29,37,37,29,29,37
37,37,29,29,37,37,29,29,37,37
37,29,29,37,37,29,29,37,37,29
29,29,37,37,29,29,37,37,29,29
29,37,37,29,29,37,37,29,29,29
37,37,29,29,37,37,29,29,29,29
37,29,29,37,37,29,29,29,29,37
29,29,37,37,29,29,29,29,37,37
29,37,37,29,29,29,29,37,37,29
37,37,29,29,29,29,37,37,29,29
37,29,29,29,29,37,37,29,29,37
29,29,29,29,37,37,29,29,37,37
29,29,29,37,37,29,29,37,37,29
29,29,37,37,29,29,37,37,29,29
29,37,37,29,29,37,37,29,29,29
37,37,29,29,37,37,29,29,29,29
37,29,29,37,37,29,29,29,29,37
29,29,37,37,29,29,29,29,37,37
29,37,37,29,29,29,29,37,37,29
37,37,29,29,29,29,37,37,29,29
37,29,29,29,29,37,37,29,29,37
29,29,29,29,37,37,29,29,37,37
29,29,29,37,37,29,29,37,37,29
29,29,37,37,29,29,37,37,29,29
29,37,37,29,29,37,37,29,29,29
37,37,29,29,37,37,29,29,29,29
37,29,29,37,37,29,29,29,29,29
29,29,37,37,29,29,29,29,29,29
29,37,37,29,29,29,29,29,29,38
37,37,29,29,29,29,29,29,38,38
37,29,29,29,29,29,29,38,38,38
29,29,29,29,29,29,38,38,38,38
29,29,29,29,29,38,38,38,38,29
29,29,29,29,38,38,38,38,29,29
29,29,29,38,38,38,38,29,29,37
29,29,38,38,38,38,29,29,37,37
29,38,38,38,38,29,29,37,37,37
38,38,38,38,29,29,37,37,37,37
38,38,38,29,29,37,37,37,37,37
38,38,29,29,37,37,37,37,37,37
38,29,29,37,37,37,37,37,37,29
29,29,37,37,37,37,37,37,29,29
29,37,37,37,37,37,37,29,29,29
37,37,37,37,37,37,29,29,29,29
37,37,37,37,37,29,29,29,29,37
37,37,37,37,29,29,29,29,37,37
37,37,37,29,29,29,29,37,37,37
37,37,29,29,29,29,37,37,37,37
37,29,29,29,29,37,37,37,37,29
29,29,29,29,37,37,37,37,29,29
29,29,29,37,37,37,37,29,29,29
29,29,37,37,37,37,29,29,29,29
29,37,37,37,37,29,29,29,29,29
37,37,37,37,29,29,29,29,29,29
37,37,37,29,29,29,29,29,29,29
37,37,29,29,29,29,29,29,29,29
37,29,29,29,29,29,29,29,29,37
29,29,29,29,29,29,29,29,37,37
29,29,29,29,29,29,29,37,37,29
29,29,29,29,29,29,37,37,29,29
29,29,29,29,29,37,37,29,29,37
29,29,29,29,37,37,29,29,37,37
29,29,29,37,37,29,29,37,37,29
29,29,37,37,29,29,37,37,29,29
29,37,37,29,29,37,37,29,29,37
37,37,29,29,37,37,29,29,37,37
37,29,29,37,37,29,29,37,37,37
29,29,37,37,29,29,37,37,37,37
29,37,37,29,29,37,37,37,37,36
37,37,29,29,37,37,37,37,36,36
37,29,29,37,37,37,37,36,36,29
29,29,37,37,37,37,36,36,29,29
29,37,37,37,37,36,36,29,29,37
37,37,37,37,36,36,29,29,37,37
37,37,37,36,36,29,29,37,37,36
37,37,36,36,29,29,37,37,36,36
37,36,36,29,29,37,37,36,36,37
36,36,29,29,37,37,36,36,37,37
36,29,29,37,37,36,36,37,37,37
29,29,37,37,36,36,37,37,37,37
29,37,37,36,36,37,37,37,37,29
37,37,36,36,37,37,37,37,29,29
37,36,36,37,37,37,37,29,29,37
36,36,37,37,37,37,29,29,37,37
36,37,37,37,37,29,29,37,37,29
37,37,37,37,29,29,37,37,29,29
37,37,37,29,29,37,37,29,29,36
37,37,29,29,37,37,29,29,36,36
37,29,29,37,37,29,29,36,36,29
29,29,37,37,29,29,36,36,29,29
29,37,37,29,29,36,36,29,29,29
37,37,29,29,36,36,29,29,29,29
37,29,29,36,36,29,29,29,29,29
29,29,36,36,29,29,29,29,29,29
29,36,36,29,29,29,29,29,29,29
36,36,29,29,29,29,29,29,29,29
36,29,29,29,29,29,29,29,29,37
29,29,29,29,29,29,29,29,37,37
29,29,29,29,29,29,29,37,37,29
29,29,29,29,29,29,37,37,29,29
29,29,29,29,29,37,37,29,29,36
29,29,29,29,37,37,29,29,36,36
29,29,29,37,37,29,29,36,36,36
29,29,37,37,29,29,36,36,36,36
29,37,37,29,29,36,36,36,36,36
37,37,29,29,36,36,36,36,36,36
37,29,29,36,36,36,36,36,36,29
29,29,36,36,36,36,36,36,29,29
29,36,36,36,36,36,36,29,29,36
36,36,36,36,36,36,29,29,36,36
36,36,36,36,36,29,29,36,36,29
36,36,36,36,29,29,36,36,29,29
36,36,36,29,29,36,36,29,29,29
36,36,29,29,36,36,29,29,29,29
36,29,29,36,36,29,29,29,29,29
29,29,36,36,29,29,29,29,29,29
29,36,36,29,29,29,29,29,29,36
36,36,29,29,29,29,29,29,36,36
36,29,29,29,29,29,29,36,36,29
29,29,29,29,29,29,36,36,29,29
29,29,29,29,29,36,36,29,29,36
29,29,29,29,36,36,29,29,36,36
29,29,29,36,36,29,29,36,36,29
29,29,36,36,29,29,36,36,29,29
29,36,36,29,29,36,36,29,29,35
36,36,29,29,36,36,29,29,35,35
36,29,29,36,36,29,29,35,35,34
29,29,36,36,29,29,35,35,34,34
29,36,36,29,29,35,35,34,34,29
36,36,29,29,35,35,34,34,29,29
36,29,29,35,35,34,34,29,29,34
29,29,35,35,34,34,29,29,34,34
29,35,35,34,34,29,29,34,34,29
35,35,34,34,29,29,34,34,29,29
35,34,34,29,29,34,34,29,29,33
34,34,29,29,34,34,29,29,33,33
34,29,29,34,34,29,29,33,33,29
29,29,34,34,29,29,33,33,29,29
29,34,34,29,29,33,33,29,29,32
34,34,29,29,33,33,29,29,32,32
34,29,29,33,33,29,29,32,32,29
29,29,33,33,29,29,32,32,29,29
29,33,33,29,29,32,32,29,29,31
33,33,29,29,32,32,29,29,31,31
33,29,29,32,32,29,29,31,31,29
29,29,32,32,29,29,31,31,29,29
29,32,32,29,29,31,31,29,29,30
32,32,29,29,31,31,29,29,30,30
32,29,29,31,31,29,29,30,30,29
29,29,31,31,29,29,30,30,29,29
29,31,31,29,29,30,30,29,29,30
31,31,29,29,30,30,29,29,30,30
31,29,29,30,30,29,29,30,30,29
29,29,30,30,29,29,30,30,29,29
29,30,30,29,29,30,30,29,29,28
30,30,29,29,30,30,29,29,28,28
30,29,29,30,30,29,29,28,28,29
29,29,30,30,29,29,28,28,29,29
29,30,30,29,29,28,28,29,29,27
30,30,29,29,28,28,29,29,27,27
30,29,29,28,28,29,29,27,27,29
29,29,28,28,29,29,27,27,29,29
29,28,28,29,29,27,27,29,29,26
28,28,29,29,27,27,29,29,26,26
28,29,29,27,27,29,29,26,26,29
29,29,27,27,29,29,26,26,29,29
29,27,27,29,29,26,26,29,29,29
27,27,29,29,26,26,29,29,29,29
27,29,29,26,26,29,29,29,29,25
29,29,26,26,29,29,29,29,25,25
29,26,26,29,29,29,29,25,25,29
26,26,29,29,29,29,25,25,29,29
26,29,29,29,29,25,25,29,29,29
29,29,29,29,25,25,29,29,29,29
29,29,29,25,25,29,29,29,29,29
29,29,25,25,29,29,29,29,29,29
29,25,25,29,29,29,29,29,29,29
25,25,29,29,29,29,29,29,29,29
25,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,30
29,29,29,29,29,29,29,29,30,30
29,29,29,29,29,29,29,30,30,29
29,29,29,29,29,29,30,30,29,29
29,29,29,29,29,30,30,29,29,29
29,29,29,29,30,30,29,29,29,29
29,29,29,30,30,29,29,29,29,29
29,29,30,30,29,29,29,29,29,29
29,30,30,29,29,29,29,29,29,29
30,30,29,29,29,29,29,29,29,29
30,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,30
29,29,29,29,29,29,29,29,30,30
29,29,29,29,29,29,29,30,30,30
29,29,29,29,29,29,30,30,30,29
29,29,29,29,29,30,30,30,29,29
29,29,29,29,30,30,30,29,29,30
29,29,29,30,30,30,29,29,30,29
29,29,30,30,30,29,29,30,29,29
29,30,30,30,29,29,30,29,29,30
30,30,30,29,29,30,29,29,30,30
30,30,29,29,30,29,29,30,30,29
30,29,29,30,29,29,30,30,29,29
29,29,30,29,29,30,30,29,29,30
29,30,29,29,30,30,29,29,30,30
30,29,29,30,30,29,29,30,30,29
29,29,30,30,29,29,30,30,29,29
29,30,30,29,29,30,30,29,29,29
30,30,29,29,30,30,29,29,29,29
30,29,29,30,30,29,29,29,29,29
29,29,30,30,29,29,29,29,29,29
29,30,30,29,29,29,29,29,29,29
30,30,29,29,29,29,29,29,29,30
30,29,29,29,29,29,29,29,30,29
29,29,29,29,29,29,29,30,29,30
29,29,29,29,29,29,30,29,30,29
29,29,29,29,29,30,29,30,29,30
29,29,29,29,30,29,30,29,30,29
29,29,29,30,29,30,29,30,29,30
29,29,30,29,30,29,30,29,30,29
29,30,29,30,29,30,29,30,29,30
30,29,30,29,30,29,30,29,30,30
29,30,29,30,29,30,29,30,30,29
30,29,30,29,30,29,30,30,29,29
29,30,29,30,29,30,30,29,29,29
30,29,30,29,30,30,29,29,29,29
29,30,29,30,30,29,29,29,29,29
30,29,30,30,29,29,29,29,29,30
29,30,30,29,29,29,29,29,30,30
30,30,29,29,29,29,29,30,30,29
30,29,29,29,29,29,30,30,29,29
29,29,29,29,29,30,30,29,29,29
29,29,29,29,30,30,29,29,29,29
29,29,29,30,30,29,29,29,29,29
29,29,30,30,29,29,29,29,29,29
29,30,30,29,29,29,29,29,29,29
30,30,29,29,29,29,29,29,29,29
30,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29
